scaffold,start,end,mid,sites,pi_VDESAC,pi_VDESAM,pi_VJACAC,pi_VJACAM,pi_VJACAN,dxy_VDESAC_VDESAM,dxy_VDESAC_VJACAC,dxy_VDESAC_VJACAM,dxy_VDESAC_VJACAN,dxy_VDESAM_VJACAC,dxy_VDESAM_VJACAM,dxy_VDESAM_VJACAN,dxy_VJACAC_VJACAM,dxy_VJACAC_VJACAN,dxy_VJACAM_VJACAN,Fst_VDESAC_VDESAM,Fst_VDESAC_VJACAC,Fst_VDESAC_VJACAM,Fst_VDESAC_VJACAN,Fst_VDESAM_VJACAC,Fst_VDESAM_VJACAM,Fst_VDESAM_VJACAN,Fst_VJACAC_VJACAM,Fst_VJACAC_VJACAN,Fst_VJACAM_VJACAN
NW_019211460.1,26640001,26690000,26665774,18552,0.0019,0.0003,0.0011,0.0005,0.0005,0.0015,0.0051,0.0049,0.005,0.0048,0.0047,0.0047,0.001,0.001,0.0007,0.19,0.5591,0.5918,0.4152,0.7472,0.851,0.7853,0.0985,0.0559,0.1662
NW_019211460.1,26660001,26710000,26685253,18987,0.0014,0.0002,0.0011,0.0005,0.0005,0.0012,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0012,0.0013,0.0008,0.219,0.5441,0.6078,0.441,0.7223,0.8457,0.7914,0.1481,0.092,0.1609
NW_019211460.1,26680001,26730000,26704740,19136,0.0014,0.0002,0.0014,0.0007,0.0006,0.0011,0.005,0.005,0.0048,0.005,0.005,0.0048,0.0015,0.0015,0.0011,0.1855,0.5585,0.6356,0.4812,0.7112,0.8398,0.81,0.1461,0.0857,0.1948
NW_019211460.1,26700001,26750000,26725200,19778,0.0014,0.0002,0.0011,0.0007,0.0004,0.0012,0.0048,0.0047,0.0046,0.0048,0.0047,0.0046,0.0013,0.0011,0.001,0.201,0.5921,0.6277,0.4796,0.7487,0.833,0.8074,0.157,0.0691,0.2193
NW_019211460.1,26720001,26770000,26744315,18766,0.0013,0.0003,0.0009,0.0005,0.0004,0.0012,0.0047,0.0047,0.0045,0.0047,0.0047,0.0045,0.0011,0.0008,0.0009,0.2085,0.6169,0.6494,0.4857,0.7723,0.8471,0.7947,0.1734,0.0438,0.235
NW_019211460.1,26740001,26790000,26764870,18690,0.0015,0.0002,0.0012,0.0006,0.0005,0.0014,0.0048,0.0049,0.0047,0.0046,0.0047,0.0046,0.0014,0.0011,0.0009,0.2337,0.562,0.6231,0.45,0.7325,0.8487,0.8022,0.1909,0.0489,0.2048
NW_019211460.1,26760001,26810000,26785131,18363,0.0019,0.0003,0.0013,0.0006,0.0008,0.0017,0.0055,0.0056,0.0054,0.0055,0.0056,0.0053,0.0014,0.0013,0.0011,0.2193,0.5611,0.6166,0.4193,0.745,0.8529,0.7706,0.1745,0.0466,0.1905
NW_019211460.1,26780001,26830000,26805932,18959,0.0018,0.0003,0.0012,0.0007,0.001,0.0017,0.005,0.005,0.0048,0.005,0.005,0.0048,0.0013,0.0012,0.0013,0.2423,0.5479,0.5807,0.3779,0.7454,0.8335,0.7356,0.1484,0.0286,0.1773
NW_019211460.1,26800001,26850000,26823472,18119,0.0018,0.0003,0.0012,0.0007,0.001,0.0017,0.0049,0.0049,0.0048,0.005,0.005,0.0049,0.0013,0.0013,0.0012,0.2457,0.5303,0.5761,0.3777,0.729,0.831,0.7311,0.1263,0.0369,0.1476
NW_019211460.1,26820001,26870000,26844035,17801,0.0018,0.0003,0.0012,0.0006,0.0009,0.0019,0.0049,0.005,0.005,0.0052,0.0053,0.0052,0.0012,0.0013,0.0011,0.2926,0.5334,0.5943,0.3956,0.737,0.8483,0.7519,0.1129,0.0338,0.1513
NW_019211460.1,26840001,26890000,26866128,16797,0.0021,0.0004,0.0015,0.0007,0.0008,0.002,0.0053,0.0053,0.0054,0.0054,0.0055,0.0056,0.0014,0.0015,0.001,0.2308,0.4969,0.562,0.3837,0.7046,0.83,0.7461,0.1094,0.056,0.1272
NW_019211460.1,26860001,26910000,26884555,17891,0.0022,0.0004,0.0016,0.0009,0.0008,0.0019,0.0059,0.0062,0.006,0.0058,0.0061,0.0059,0.0017,0.0015,0.0012,0.1887,0.514,0.5769,0.4085,0.7018,0.815,0.7565,0.1197,0.0469,0.1295
NW_019211460.1,26880001,26930000,26905416,17408,0.0023,0.0004,0.0017,0.0011,0.0007,0.0018,0.0059,0.006,0.0059,0.0057,0.0058,0.0056,0.0018,0.0015,0.0014,0.1444,0.4988,0.5461,0.3911,0.6881,0.7953,0.764,0.1048,0.0457,0.1584
NW_019211460.1,26900001,26950000,26925197,17841,0.0023,0.0002,0.0016,0.0011,0.0006,0.0017,0.0056,0.0058,0.0055,0.0054,0.0056,0.0052,0.0018,0.0015,0.0014,0.167,0.4902,0.5278,0.3744,0.705,0.8053,0.8093,0.1183,0.0533,0.1503
NW_019211460.1,26920001,26970000,26945820,18478,0.0022,0.0003,0.0016,0.0011,0.0004,0.0018,0.0058,0.006,0.0057,0.0058,0.006,0.0057,0.0018,0.0015,0.0015,0.1956,0.512,0.5572,0.415,0.712,0.8095,0.8146,0.1256,0.076,0.2255
NW_019211460.1,26940001,26990000,26965362,19771,0.002,0.0003,0.0013,0.0008,0.0005,0.0016,0.0058,0.006,0.0059,0.0055,0.0058,0.0056,0.0015,0.0016,0.0017,0.1798,0.5547,0.5998,0.4388,0.7433,0.8415,0.8235,0.1404,0.1199,0.3352
NW_019211460.1,26960001,27010000,26984957,20198,0.002,0.0002,0.0013,0.0008,0.0006,0.0016,0.0053,0.0056,0.0054,0.005,0.0052,0.005,0.0014,0.0015,0.0015,0.1955,0.5313,0.5764,0.4106,0.7265,0.8319,0.8081,0.1149,0.0975,0.262
NW_019211460.1,26980001,27030000,27003827,18543,0.0018,0.0002,0.0013,0.0008,0.0008,0.0016,0.005,0.0052,0.0052,0.005,0.0051,0.0052,0.0013,0.0013,0.001,0.2402,0.5398,0.5851,0.4208,0.7378,0.8372,0.7994,0.0967,0.0489,0.0766
NW_019211460.1,27000001,27050000,27023576,17459,0.0017,0.0003,0.0015,0.0012,0.0007,0.0016,0.0062,0.0064,0.0062,0.0065,0.0067,0.0065,0.0016,0.0014,0.0011,0.2244,0.5892,0.6197,0.4902,0.7487,0.8097,0.7969,0.0736,0.0464,0.0568
NW_019211460.1,27020001,27070000,27045977,15796,0.0019,0.0004,0.0015,0.0014,0.0007,0.0016,0.0067,0.0073,0.0071,0.0068,0.0073,0.0071,0.0019,0.0017,0.0013,0.1774,0.5993,0.6218,0.5088,0.749,0.7959,0.7945,0.108,0.0891,0.0742
NW_019211460.1,27040001,27090000,27065696,17705,0.0023,0.0004,0.0015,0.0014,0.0008,0.0018,0.0071,0.0076,0.0074,0.0068,0.0073,0.007,0.0019,0.0018,0.0015,0.129,0.5784,0.5933,0.4584,0.7432,0.7906,0.7739,0.1157,0.0993,0.1012
NW_019211460.1,27060001,27110000,27085257,17585,0.0027,0.0004,0.0013,0.0013,0.001,0.0022,0.0067,0.0068,0.0067,0.0064,0.0066,0.0064,0.0015,0.0015,0.0014,0.1806,0.5448,0.5304,0.3755,0.7525,0.7817,0.7395,0.0767,0.0569,0.0688
NW_019211460.1,27080001,27130000,27104700,18368,0.0025,0.0004,0.0014,0.0012,0.001,0.0022,0.0066,0.0066,0.0065,0.0064,0.0064,0.0063,0.0014,0.0014,0.0013,0.2173,0.5611,0.5496,0.3948,0.7517,0.787,0.7397,0.0474,0.0421,0.0488
NW_019211460.1,27100001,27150000,27125339,18605,0.0027,0.0005,0.0016,0.0012,0.0009,0.0026,0.008,0.0078,0.0079,0.0082,0.0081,0.0081,0.0015,0.0016,0.0012,0.2576,0.5843,0.5885,0.4385,0.7725,0.826,0.7911,0.0379,0.0564,0.0641
NW_019211460.1,27120001,27170000,27145461,18917,0.0025,0.0004,0.0016,0.0012,0.0007,0.0024,0.0075,0.0074,0.0075,0.0078,0.0077,0.0078,0.0015,0.0016,0.0012,0.2538,0.5731,0.5844,0.4407,0.7644,0.8234,0.7954,0.0422,0.0644,0.0901
NW_019211460.1,27140001,27190000,27164722,19045,0.0024,0.0004,0.0015,0.0013,0.0009,0.0022,0.0074,0.0075,0.0076,0.0075,0.0076,0.0076,0.0016,0.0017,0.0014,0.2286,0.5818,0.5894,0.4496,0.7618,0.8098,0.7786,0.0581,0.0694,0.0791
NW_019211460.1,27160001,27210000,27184740,18003,0.0022,0.0003,0.0016,0.0014,0.0009,0.0019,0.0059,0.0061,0.006,0.0058,0.0061,0.0059,0.0019,0.0018,0.0014,0.2294,0.5244,0.5366,0.404,0.7152,0.7685,0.7634,0.0984,0.0784,0.0646
NW_019211460.1,27180001,27230000,27204520,17434,0.0025,0.0004,0.0016,0.0012,0.0008,0.0023,0.0069,0.007,0.0067,0.0069,0.0071,0.0068,0.0018,0.0016,0.0012,0.2483,0.5484,0.5612,0.4049,0.7523,0.8127,0.7906,0.1021,0.0602,0.0618
NW_019211460.1,27200001,27250000,27224154,16675,0.0024,0.0005,0.0016,0.0011,0.0008,0.0025,0.0072,0.0073,0.0069,0.0076,0.0077,0.0073,0.0016,0.0014,0.0011,0.2881,0.5713,0.5951,0.4292,0.7582,0.8218,0.7734,0.0827,0.0396,0.056
NW_019211460.1,27220001,27270000,27244489,16600,0.0025,0.0005,0.0015,0.0011,0.0007,0.0025,0.0079,0.008,0.0078,0.0083,0.0084,0.0082,0.0015,0.0014,0.0011,0.2601,0.6002,0.6191,0.4604,0.7723,0.8267,0.7734,0.0601,0.0342,0.0724
NW_019211460.1,27240001,27290000,27266642,17867,0.0024,0.0005,0.0016,0.0013,0.001,0.0021,0.0073,0.0075,0.0073,0.0072,0.0074,0.0072,0.0016,0.0016,0.0014,0.2093,0.5766,0.5911,0.4382,0.7439,0.7964,0.7491,0.0566,0.0396,0.0716
NW_019211460.1,27260001,27310000,27284072,18309,0.0021,0.0004,0.0013,0.0012,0.0009,0.002,0.0064,0.0065,0.0065,0.0065,0.0066,0.0066,0.0014,0.0014,0.0013,0.2362,0.5797,0.5846,0.44,0.7571,0.8009,0.7606,0.0537,0.042,0.0816
NW_019211460.1,27280001,27330000,27304858,17681,0.0024,0.0004,0.0016,0.0012,0.0008,0.0023,0.0069,0.007,0.0069,0.0069,0.007,0.0069,0.0017,0.0016,0.0013,0.257,0.5536,0.5753,0.431,0.7414,0.8104,0.7914,0.0655,0.0515,0.0803
NW_019211460.1,27300001,27350000,27325403,17859,0.0022,0.0004,0.0018,0.0013,0.0008,0.0021,0.0065,0.0065,0.0063,0.0065,0.0064,0.0062,0.0018,0.0017,0.0014,0.2592,0.533,0.567,0.4315,0.7008,0.7843,0.7672,0.0669,0.0559,0.0986
NW_019211460.1,27320001,27370000,27344887,18514,0.0019,0.0003,0.0017,0.0012,0.0008,0.0017,0.0068,0.0068,0.0066,0.0065,0.0065,0.0063,0.0018,0.0016,0.0014,0.2298,0.5765,0.6195,0.4787,0.7226,0.8146,0.7987,0.0886,0.0548,0.1258
NW_019211460.1,27340001,27390000,27365051,18988,0.0018,0.0003,0.0014,0.0007,0.0007,0.0016,0.0057,0.0059,0.0058,0.0054,0.0056,0.0056,0.0015,0.0015,0.0013,0.2171,0.5536,0.6195,0.4511,0.7213,0.843,0.7923,0.1366,0.0684,0.2319
NW_019211460.1,27360001,27410000,27384547,18197,0.0021,0.0003,0.0014,0.0007,0.0006,0.0018,0.006,0.0062,0.0063,0.0057,0.006,0.0061,0.0015,0.0015,0.0012,0.2105,0.5558,0.6167,0.45,0.7416,0.8599,0.8156,0.1485,0.0923,0.2325
NW_019211460.1,27380001,27430000,27404967,17620,0.0023,0.0003,0.0015,0.0009,0.001,0.0019,0.0068,0.007,0.0071,0.0066,0.0068,0.0069,0.0016,0.0019,0.0015,0.212,0.5707,0.6193,0.4469,0.7499,0.8501,0.7929,0.1183,0.0923,0.2075
NW_019211460.1,27400001,27450000,27425648,17906,0.002,0.0003,0.0014,0.0009,0.0008,0.0018,0.0059,0.0062,0.0061,0.0056,0.0058,0.0057,0.0014,0.0016,0.0014,0.2277,0.5532,0.5979,0.4312,0.729,0.8249,0.7817,0.0929,0.0763,0.1757
NW_019211460.1,27420001,27470000,27445353,18841,0.002,0.0003,0.0014,0.0011,0.0007,0.002,0.0057,0.006,0.0058,0.0057,0.006,0.0058,0.0015,0.0014,0.0012,0.2633,0.5398,0.5734,0.4226,0.732,0.8082,0.7859,0.0757,0.0563,0.0936
NW_019211460.1,27440001,27490000,27465658,19249,0.0023,0.0004,0.0016,0.0011,0.0007,0.0022,0.0064,0.0065,0.0064,0.0066,0.0066,0.0066,0.0016,0.0016,0.0011,0.2498,0.5369,0.5668,0.4186,0.7334,0.8137,0.7887,0.0742,0.0618,0.0607
NW_019211460.1,27460001,27510000,27484245,19599,0.0025,0.0004,0.0017,0.0011,0.0006,0.0023,0.0065,0.0064,0.0064,0.0066,0.0066,0.0066,0.0017,0.0017,0.0011,0.2499,0.5135,0.5497,0.4015,0.7181,0.8106,0.7846,0.0899,0.0648,0.0742
NW_019211460.1,27480001,27530000,27503669,18647,0.0027,0.0005,0.0017,0.0011,0.0009,0.0023,0.0068,0.0067,0.0067,0.0067,0.0066,0.0067,0.0017,0.0017,0.0013,0.2081,0.5227,0.5479,0.3882,0.7203,0.8011,0.7435,0.087,0.0647,0.1055
NW_019211460.1,27500001,27550000,27524829,17611,0.0025,0.0005,0.0015,0.0011,0.0008,0.0021,0.0071,0.0073,0.0072,0.0068,0.007,0.0069,0.0016,0.0017,0.0016,0.1844,0.5678,0.5849,0.4256,0.7457,0.8052,0.7517,0.0967,0.0904,0.1791
NW_019211460.1,27520001,27570000,27544710,17575,0.0025,0.0005,0.0013,0.0011,0.0009,0.0024,0.0071,0.0074,0.0072,0.0072,0.0075,0.0073,0.0015,0.0016,0.0016,0.2484,0.5856,0.591,0.425,0.7714,0.8117,0.7481,0.0899,0.0867,0.18
NW_019211460.1,27540001,27590000,27564709,17325,0.0019,0.0004,0.0012,0.001,0.0006,0.002,0.0064,0.0067,0.0063,0.0066,0.0069,0.0065,0.0014,0.001,0.0012,0.2697,0.6186,0.6321,0.4757,0.7767,0.8187,0.7691,0.0953,0.0257,0.1276
NW_019211460.1,27560001,27610000,27585405,17650,0.0019,0.0004,0.0012,0.001,0.0005,0.0018,0.0059,0.006,0.0057,0.0059,0.0061,0.0057,0.0013,0.0011,0.0011,0.2279,0.5848,0.6059,0.4506,0.7525,0.8093,0.7652,0.0904,0.0328,0.1163
NW_019211460.1,27580001,27630000,27605381,18960,0.002,0.0004,0.0015,0.0009,0.0006,0.0018,0.0059,0.006,0.0059,0.006,0.0061,0.0059,0.0015,0.0013,0.0012,0.2203,0.5521,0.5957,0.4422,0.7268,0.8164,0.7776,0.0916,0.0466,0.1439
NW_019211460.1,27600001,27650000,27625115,18615,0.0022,0.0004,0.0017,0.0009,0.0008,0.0021,0.0069,0.0068,0.0068,0.007,0.0069,0.0069,0.0018,0.0017,0.0016,0.2236,0.5581,0.6066,0.4453,0.7274,0.8259,0.7685,0.1185,0.0571,0.2306
NW_019211460.1,27620001,27670000,27644568,18932,0.0027,0.0004,0.0016,0.0009,0.0006,0.0024,0.007,0.007,0.0068,0.007,0.007,0.0068,0.0016,0.0014,0.0014,0.2283,0.5404,0.5702,0.3998,0.7489,0.8396,0.7963,0.1084,0.0491,0.2223
NW_019211460.1,27640001,27690000,27664772,19106,0.0025,0.0003,0.0016,0.001,0.0005,0.0021,0.0062,0.0061,0.0061,0.0062,0.0061,0.0061,0.0017,0.0015,0.0014,0.2205,0.5092,0.5399,0.396,0.72,0.8171,0.8086,0.0973,0.0566,0.1963
NW_019211460.1,27660001,27710000,27685391,18087,0.0021,0.0003,0.0015,0.001,0.0006,0.0017,0.006,0.0059,0.0059,0.0058,0.0057,0.0058,0.0015,0.0014,0.0012,0.1848,0.5406,0.5686,0.4311,0.7198,0.8051,0.7926,0.0662,0.0567,0.1204
NW_019211460.1,27680001,27730000,27705202,18488,0.0021,0.0004,0.0014,0.0008,0.0007,0.0021,0.0059,0.0058,0.0059,0.0063,0.0061,0.0062,0.0013,0.0014,0.001,0.2443,0.548,0.5738,0.4141,0.7436,0.8203,0.7564,0.0675,0.0587,0.0875
NW_019211460.1,27700001,27750000,27724544,17635,0.0024,0.0006,0.0014,0.001,0.0009,0.0025,0.0061,0.0062,0.0062,0.0068,0.0068,0.0068,0.0014,0.0016,0.0013,0.259,0.5378,0.5458,0.3909,0.7388,0.7824,0.7027,0.0718,0.0782,0.1064
NW_019211460.1,27720001,27770000,27744257,17125,0.0024,0.0008,0.0012,0.001,0.0009,0.0024,0.0059,0.006,0.0061,0.0062,0.0063,0.0063,0.0013,0.0015,0.0013,0.204,0.5402,0.5417,0.3825,0.7208,0.7514,0.6446,0.0836,0.0826,0.1435
NW_019211460.1,27740001,27790000,27766220,17666,0.0027,0.0009,0.0015,0.001,0.0006,0.0024,0.0063,0.0063,0.0062,0.0063,0.0064,0.0062,0.0015,0.0015,0.0012,0.1533,0.5163,0.5325,0.3722,0.6897,0.7411,0.635,0.0787,0.0693,0.1426
NW_019211460.1,27760001,27810000,27785200,18433,0.0028,0.0008,0.0017,0.0011,0.0007,0.0023,0.0059,0.0061,0.0058,0.0057,0.0058,0.0056,0.0017,0.0015,0.0012,0.1454,0.459,0.4993,0.3376,0.6374,0.7202,0.6181,0.0903,0.0499,0.1032
NW_019211460.1,27780001,27830000,27804149,18006,0.0022,0.0005,0.0022,0.0014,0.0009,0.0019,0.0051,0.0053,0.005,0.0049,0.0051,0.0047,0.0022,0.0019,0.0015,0.1641,0.4016,0.4817,0.3481,0.5584,0.6896,0.6418,0.0772,0.0452,0.0918
NW_019211460.1,27800001,27850000,27826513,18108,0.0019,0.0004,0.002,0.0014,0.0008,0.0016,0.0051,0.0052,0.0051,0.005,0.0051,0.0049,0.002,0.0019,0.0016,0.1736,0.4451,0.5099,0.3907,0.606,0.7199,0.7056,0.0639,0.0588,0.1295
NW_019211460.1,27820001,27870000,27844435,18215,0.0021,0.0006,0.0017,0.0011,0.001,0.0018,0.0058,0.0057,0.0059,0.0057,0.0056,0.0058,0.0016,0.0018,0.0015,0.1583,0.5102,0.543,0.4031,0.6667,0.7452,0.675,0.0489,0.0596,0.1336
NW_019211460.1,27840001,27890000,27865144,18264,0.002,0.0006,0.0013,0.0009,0.0009,0.0018,0.0055,0.0054,0.0056,0.0055,0.0054,0.0057,0.0012,0.0014,0.0011,0.1755,0.539,0.5567,0.4064,0.7071,0.7643,0.6748,0.0413,0.0523,0.1025
NW_019211460.1,27860001,27910000,27885091,17947,0.002,0.0005,0.0013,0.001,0.0006,0.0018,0.0059,0.0061,0.0061,0.006,0.0062,0.0062,0.0013,0.0012,0.0011,0.1914,0.5733,0.5916,0.4496,0.7374,0.7868,0.7296,0.0545,0.0562,0.094
NW_019211460.1,27880001,27930000,27904319,18432,0.0021,0.0007,0.0014,0.0014,0.0007,0.0019,0.0066,0.0068,0.0066,0.0066,0.0068,0.0067,0.0017,0.0015,0.0015,0.1592,0.5788,0.5756,0.4553,0.7139,0.7302,0.6742,0.068,0.06,0.0995
NW_019211460.1,27900001,27950000,27924941,16824,0.0028,0.0013,0.002,0.0018,0.0011,0.0027,0.0079,0.0079,0.0077,0.0079,0.0079,0.0077,0.0022,0.002,0.0019,0.1459,0.5383,0.538,0.4104,0.6554,0.6705,0.5768,0.0652,0.0553,0.0889
NW_019211460.1,27920001,27970000,27944880,16247,0.0032,0.0014,0.0018,0.0015,0.0008,0.003,0.0074,0.0074,0.0072,0.0076,0.0077,0.0074,0.0019,0.0017,0.0014,0.1435,0.5078,0.5059,0.3638,0.6555,0.6738,0.5603,0.0642,0.0603,0.0745
NW_019211460.1,27940001,27990000,27965725,16132,0.0029,0.001,0.0019,0.0015,0.0005,0.0026,0.007,0.0071,0.0067,0.0072,0.0073,0.007,0.0021,0.0017,0.0015,0.1592,0.488,0.5051,0.3739,0.6652,0.7139,0.6496,0.0855,0.0693,0.1256
NW_019211460.1,27960001,28010000,27986201,17804,0.0024,0.001,0.0017,0.0013,0.0005,0.0023,0.006,0.0061,0.0058,0.0063,0.0065,0.0062,0.0018,0.0016,0.0014,0.1629,0.4931,0.5283,0.389,0.6443,0.6979,0.6006,0.097,0.0692,0.1442
NW_019211460.1,27980001,28030000,28004374,18389,0.0023,0.001,0.0018,0.0014,0.0006,0.0024,0.0072,0.0074,0.0072,0.0074,0.0076,0.0075,0.0019,0.0017,0.0014,0.1851,0.562,0.5898,0.4634,0.6823,0.7247,0.6413,0.0811,0.0709,0.1227
NW_019211460.1,28000001,28050000,28024653,18081,0.0022,0.001,0.0016,0.0014,0.0006,0.0022,0.0069,0.0071,0.0072,0.0069,0.0071,0.0072,0.0017,0.0017,0.0014,0.1782,0.5747,0.5875,0.4768,0.6896,0.7177,0.649,0.0668,0.0995,0.1209
NW_019211460.1,28020001,28070000,28044509,17239,0.0021,0.0009,0.0015,0.0013,0.0006,0.002,0.0067,0.007,0.0071,0.0065,0.0068,0.0069,0.0016,0.0018,0.0015,0.149,0.5819,0.5943,0.4836,0.6913,0.7207,0.6581,0.0601,0.123,0.1535
NW_019211460.1,28040001,28090000,28063483,16403,0.002,0.0009,0.0016,0.0011,0.0006,0.0019,0.0066,0.0069,0.0067,0.0063,0.0067,0.0065,0.0017,0.0019,0.0015,0.1331,0.5691,0.6132,0.4735,0.6691,0.7302,0.6337,0.0916,0.1089,0.1859
NW_019211460.1,28060001,28110000,28086104,15885,0.0024,0.0007,0.0015,0.0009,0.0005,0.002,0.0062,0.0065,0.0062,0.006,0.0063,0.0061,0.0016,0.0017,0.0013,0.1375,0.5213,0.5714,0.4063,0.6863,0.776,0.6884,0.1276,0.0993,0.2248
NW_019211460.1,28080001,28130000,28106396,17350,0.0026,0.0008,0.0015,0.001,0.0005,0.0023,0.0062,0.0065,0.0062,0.0061,0.0065,0.0062,0.0017,0.0017,0.0015,0.1484,0.5021,0.5399,0.3807,0.6813,0.7533,0.6697,0.1314,0.1013,0.2173
NW_019211460.1,28100001,28150000,28124487,17967,0.0024,0.0008,0.0015,0.0009,0.0003,0.0022,0.0059,0.006,0.0058,0.006,0.0061,0.0058,0.0015,0.0014,0.0013,0.1585,0.5132,0.5485,0.3923,0.6769,0.7455,0.6507,0.1064,0.0843,0.2405
NW_019211460.1,28120001,28170000,28144996,18591,0.0019,0.0007,0.0013,0.0006,0.0002,0.0017,0.0061,0.0061,0.006,0.006,0.0059,0.0059,0.0012,0.0012,0.0009,0.1407,0.5874,0.6331,0.48,0.7048,0.7784,0.6791,0.0866,0.0789,0.2496
NW_019211460.1,28140001,28190000,28164842,18498,0.0019,0.0006,0.0011,0.0005,0.0003,0.0017,0.0057,0.0055,0.0057,0.0057,0.0055,0.0056,0.0009,0.001,0.0008,0.1625,0.5932,0.6289,0.4653,0.7329,0.8055,0.7004,0.0801,0.0724,0.2766
NW_019211460.1,28160001,28210000,28185709,18316,0.0022,0.0006,0.0014,0.0007,0.0004,0.0021,0.006,0.0059,0.0061,0.0061,0.006,0.0062,0.0014,0.0014,0.0013,0.2211,0.5462,0.5799,0.4298,0.7255,0.8062,0.7369,0.1152,0.0866,0.3208
NW_019211460.1,28180001,28230000,28205141,18847,0.002,0.0006,0.0012,0.0008,0.0004,0.0021,0.0057,0.0057,0.0057,0.0058,0.0058,0.0059,0.0014,0.0013,0.0012,0.229,0.5606,0.5842,0.4378,0.7202,0.7779,0.698,0.1354,0.0998,0.2509
NW_019211460.1,28200001,28250000,28224683,17211,0.002,0.0009,0.0013,0.0008,0.0004,0.0022,0.0056,0.0057,0.0056,0.006,0.006,0.0059,0.0015,0.0015,0.0011,0.2108,0.5505,0.5857,0.4351,0.687,0.7405,0.6292,0.1327,0.1043,0.2011
NW_019211460.1,28220001,28270000,28245101,18265,0.0026,0.0009,0.0014,0.001,0.0004,0.0025,0.0061,0.0062,0.0061,0.0063,0.0065,0.0063,0.0016,0.0016,0.001,0.1944,0.5134,0.5368,0.3822,0.6906,0.7417,0.6411,0.139,0.1103,0.1347
NW_019211460.1,28240001,28290000,28265157,18569,0.0025,0.0007,0.0015,0.001,0.0004,0.0023,0.0057,0.0057,0.0056,0.0058,0.0059,0.0058,0.0016,0.0016,0.0011,0.2002,0.4897,0.5175,0.3753,0.6845,0.7534,0.6822,0.1066,0.111,0.1638
NW_019211460.1,28260001,28310000,28284324,17988,0.0022,0.0006,0.0014,0.0009,0.0004,0.0019,0.0051,0.0051,0.005,0.0051,0.0051,0.0049,0.0016,0.0016,0.0012,0.1646,0.4925,0.5235,0.38,0.6627,0.7346,0.6586,0.1317,0.1136,0.1922
NW_019211460.1,28280001,28330000,28303738,16679,0.0021,0.0007,0.0014,0.0008,0.0003,0.0019,0.0052,0.0051,0.005,0.0052,0.0051,0.005,0.0015,0.0014,0.0012,0.183,0.5093,0.5387,0.395,0.6732,0.7433,0.6619,0.1334,0.1046,0.2486
NW_019211460.1,28300001,28350000,28325892,15665,0.0022,0.0007,0.0016,0.0008,0.0002,0.0022,0.0062,0.006,0.0057,0.0066,0.0064,0.0061,0.0016,0.0013,0.001,0.2109,0.5358,0.5783,0.4242,0.6951,0.7734,0.6893,0.1184,0.0567,0.1859
NW_019211460.1,28320001,28370000,28346255,17105,0.0022,0.0007,0.0018,0.0009,0.0004,0.0022,0.0068,0.0069,0.0068,0.0072,0.0072,0.0071,0.0019,0.0016,0.0017,0.2253,0.5499,0.6181,0.4693,0.7028,0.8037,0.734,0.1331,0.072,0.3198
NW_019211460.1,28340001,28390000,28364607,18255,0.0023,0.0007,0.0021,0.001,0.0005,0.0021,0.0073,0.0075,0.0071,0.0073,0.0075,0.0071,0.0021,0.002,0.0022,0.1814,0.5448,0.623,0.4707,0.6829,0.7966,0.7287,0.1305,0.0903,0.3627
NW_019211460.1,28360001,28410000,28385095,17772,0.0024,0.0006,0.0018,0.0009,0.0004,0.002,0.007,0.0072,0.007,0.0068,0.0069,0.0068,0.0018,0.0018,0.0019,0.1363,0.5434,0.6097,0.4516,0.6936,0.8031,0.7348,0.1176,0.1024,0.3737
NW_019211460.1,28380001,28430000,28405376,18272,0.0024,0.0008,0.0019,0.0009,0.0005,0.0022,0.0069,0.0071,0.0069,0.0072,0.0074,0.0072,0.0018,0.0019,0.0015,0.1634,0.5267,0.6004,0.4384,0.6807,0.7845,0.6903,0.114,0.0936,0.2745
NW_019211460.1,28400001,28450000,28424960,18782,0.0024,0.001,0.0016,0.0009,0.0006,0.0024,0.0064,0.0069,0.0067,0.0068,0.0072,0.007,0.0018,0.0017,0.0014,0.1626,0.5256,0.5917,0.4244,0.6694,0.7515,0.6251,0.1399,0.0774,0.2114
NW_019211460.1,28420001,28470000,28443638,17434,0.0028,0.0012,0.0016,0.001,0.0006,0.0028,0.0063,0.0067,0.0062,0.0067,0.0072,0.0066,0.0018,0.0015,0.0014,0.179,0.4888,0.5445,0.3591,0.6527,0.7231,0.5725,0.1484,0.0504,0.2029
NW_019211460.1,28440001,28490000,28464979,17514,0.0028,0.001,0.0015,0.0009,0.0008,0.0027,0.0061,0.0063,0.0061,0.0063,0.0065,0.0062,0.0016,0.0014,0.0014,0.1839,0.482,0.5226,0.3379,0.6625,0.7326,0.5858,0.1231,0.0339,0.1771
NW_019211460.1,28460001,28510000,28485916,17867,0.0025,0.0007,0.0015,0.0008,0.001,0.0023,0.0058,0.0059,0.0059,0.0057,0.0058,0.0057,0.0015,0.0015,0.0014,0.1756,0.4933,0.5429,0.3494,0.6678,0.7607,0.6142,0.1325,0.0385,0.1895
